Title,Description,Permalink,Post type,People reached,Comments,Likes,Shares,Engagements,Link clicks,Photo views,Other clicks,Total clicks
,"#护肤Kaki
到Melvita免费换Sample
2种方法都拿到！不拿白不拿！
.
护肤品用完了，每次直接丢掉❓❓
NONONO～～不要拜白白浪费省钱机会✨来自 #法规天然护肤品 Melvita #欢庆40周年🎉🎉🎉推出了CLEAN-Cycling Movement活动‼️
。
现场只要跟着这2个方法，不仅可以 ✅ 现场测试皮肤水分，并# 带走护肤品小样😍， 还能 #兑换优惠卷，是不是一举两得叻～
.
📣📣 Melvita 限时环保优惠活动♻️
✅ 方法1
到全马所有Melvita分行 测试皮肤水份
然后就能带走 #适合你皮肤性质 的sample啦😍
.
✅方法2
7月-9月，所有 #护肤品空瓶 都能带来换sample😍 不仅没有最低限定，哪怕只有2瓶罐都能带来换哦～ 10份空瓶以上，还可以兑换RM10 voucher，当场买 当场扣😍
⚠️ 空瓶需要清洗干净～
.
Melvita其实法国当地的 #高端有机护肤品牌，里面完全❌不添加人工香料、色素和石油成分🥰 完全适合敏感肌的kaki们使用～
.
想要试用Melvita护肤品的kaki们，不要错过那么值得的好康咯！
.
Facebook: https://fb.com/MelvitaMY
Instagram: https://instagram.com/melvitamy
Website: https://my.melvita.com/
.
【Melvita】
📍全马分行: Mid Valley KL, KLCC, 1 Utama & Mid Valley Southkey JB
.
✏️Credit：#咩小编 & #bubu小编
📷Photo：Xin Tong
记得关注 #大马揾食kaki #MyEatKaki 获取最新衣食住行资讯！",https://www.facebook.com/myeatkaki/posts/pfbid02Zm83i79LdGBLKhRSnobFehSAVfAtjzwmbwSmWdVietDxFwmbjT9bFLroAjvcZj7Ml,Photo,68147,12,261,73,346,338,4984,5685,11007
,"#资讯kaki 
国家政府调整了ICPT，快来看看你家有受影响吗🤔❓
.
只要少过1500kWh的🏠住家用户同样可以 #得到回扣，可是对于1500kWh以上的住家用户则征收每kWh10仙🪙的 #附加费。
.
非住家的用户🏢（中小微型企业和特定农业部门）的电费保持不变，而供水和污水处理公司🏭从每kWh20仙降低⬇️至3.7仙。其他的非住家用户则从每kWh20仙降低⬇️至17仙。
.
政府每半年就会根据燃料费做一次调整。所以政府也呼吁我们使用☀太阳能，既能环保还能减少我们电费的支出😊
.
✏️Credit：长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet]",https://www.facebook.com/myeatkaki/posts/pfbid023zwu6joapJenp3tSULsFru4Xhh2Kt15TRdysSRfyNJ6GmH1179QuESgDFKbtF75xl,Photo,66587,11,125,245,381,,9615,1019,10633
,"#好康kaki
保护手机📱除了给屏幕贴膜，最好的方式就是给手机穿上美美的衣服👚。
可是这几款超奇葩的手机壳你敢用吗❓❓
.
✨DIY 扎辫子腊肠嘴女孩手机壳
🔗Shopee：https://shope.ee/4fSW4d87gQ✅
✨菜刀/屎粑粑菜刀手机壳
🔗Shopee：https://shope.ee/2q0rtOBs2y✅
✨平底锅/屎粑粑平底锅手机壳
🔗Shopee：https://shope.ee/2q0rtOBs2y✅
✨敲木鱼加功德手机壳
🔗Shopee：https://shope.ee/6UuAGEhTMm✅
✨手枪手机壳
🔗Shopee：https://shope.ee/AK6spLW4lV✅
✨立体高跟鞋手机壳
🔗Shopee：https://shope.ee/1LC46qyJXV✅
✨美少女星月棒手机壳
🔗Shopee：https://shope.ee/3ptP5UAOrU✅
✨仿真鳄鱼/蜥蜴手机壳
🔗Shopee：https://shope.ee/4AWFU8lVZ6✅
.
✏️Credit：长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的Eclbet]",https://www.facebook.com/myeatkaki/posts/pfbid0QrtPE5mjpEgYWWWHUVR4KuVYZtVV2anYYFywspXvd6Q6YRyLJtc5nWrVWTGWHx6gl,Photo,65063,26,73,22,121,61,4798,462,5321
,"#揾食kaki
马六甲新开最平价海鲜烧烤🐚
3串超值Siham只要RM5‼️
.
终于不用日晒雨淋的吃Longkang Siham啦😍 小编找到一家位于马六甲  #超平价海鲜烧烤店 【哇蛤蛤 Cockle Station】这里不仅 #环境卫生好，还可以吃到各种很新鲜的🐚海鲜烧烤和小吃🦪 重点价钱也很便宜！
.
1⃣️ 哇蛤蛤招牌系列
👉 招牌啦啦 和 Siham分量刚刚好一碟RM6，配上老板自制泰式辣椒酱，酸酸辣辣超开胃😍
👉 鱿鱼擁菜，烤豆腐，烧烤四宝也是必点小吃

#小编炸裂推荐，全场BBQ烧烤只要RM5‼️不管点什么都是全场RM5，就连超值Siham也一样🔥🔥🔥
👉 烤到刚刚好，味道偏孜然味+白芝麻香！
⚠️ 海鲜大小会根据季节变动
.
单吃小吃不过瘾❓❓别怕，这里还有各种主食任你选✨ 其中 小编推荐的 #上汤啦啦米 和 #冬阴功啦啦米 分量超级大（适合2-3个人吃），价钱竟然只有RM15.90⚡️⚡️⚡️
.
#每日糖水 Menu都会不一样，需要看商家当天推出哪一款糖水～～ 小编点了罗汉芦荟和绿豆汤，味道都是偏清甜，喝起来很顺口🤤🤤
.
下次到马六甲想吃海鲜烧烤，特别是Siham的话，就可以来到这里吃啦🔥
.
【 哇蛤蛤 Cockle Station】
📍27, Jalan KSB 16, Taman Kota Syahbandar, 75200 Melaka.
🕕12pm-10pm (星期三休息）
FB:https://www.facebook.com/profile.php?id=100090982706760
IG:https://www.instagram.com/cocklestation/.
✏️Content Creator: #咩小编
📷Photo：XinTong
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0bw9jVyNKZGiTmGcv71V2ja3yZuT5jdpPspNyt7F2z68CpgdWtZY6Dhv54GboWpZwl,Photo,62285,22,180,92,294,1,1916,638,2555
,"#揾食kaki
吉打📍 竟然有那么美的cafe!☕
夕阳+海浪+咖啡 绝配‼
.
没想打吉打还有那么漂亮的地方！#金色沙滩⛱、大海🌊和温暖的阳光🌞，再搭配一杯弄弄的咖啡，这个假期真的很圆满！今天小编要推荐的是最近📕 #小红书爆红的Cafe，位于吉打的——【Ngopi Pantai】
.
除了咖啡，这里还有精致的糕点和美食。（多数是面包类啦～）
如果想要远离喧嚣，抛开烦恼，#短暂的释放压力 的话，小编真的很推荐这个Cafe
.
【Ngopi Pantai】
📍Address :Cenang Hill Beachfront Lot 113, Tasik Anak, Teluk Bharu, Jalan Pantai Tengah, 07000 Langkawi, Kedah
⏰营业时间- 08:00AM–8:00PM
.
✏️credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的  Eclbet  ]",https://www.facebook.com/myeatkaki/posts/pfbid02r32RHmKSXV6J1UyLbjNa2U5T9kkU6fHKAjGGh4tf4mWrZGwWq44nEhyL6Dun84xLl,Photo,61950,54,247,200,501,,2379,587,2966
,"#好康kaki 
Puchong📍 任吃 #A级挪威三文鱼🍣Buffet只需RM128++‼️
 4人同行，7月寿星就可享-50%优惠🔥
.
爱吃 #生鱼片 的kaki👋你一定要知道这个消息🔥🔥🔥
【 ITO Japanese Restaurant 】准备要 #限时两周优惠价‼️ 只要RM128就可以任点任吃buffet的任何一种 #Salmon餐点🍣 吃到饱吃到爽❗️
.
📣📣📣 三文鱼限时Buffet优惠 📣📣📣
Buffet日期：7月11-23日（两周优惠）
Buffet时间：6.30pm - 9.30pm
Buffet 价钱：
✅一人只要RM 128，menu上的三文鱼都任叫任吃 
✅一人只要RM 188， menu上的三文鱼都任叫任吃➕sake无限refill
**7岁以下儿童店内buffet用餐一律免费 #FREE
🎁当月寿星（7月）4人同行寿星1人享半价‼️父母55岁以上吃也可享半价！
.
他们家的🐟三文鱼真的是顶级之一🤩都是使用了挪威进口🇳🇴 肯定FRESH，口感特别鲜甜，吃多不腻！给的每一片生鱼片都是很豪迈地在切，每一口都是满足感😍 
赶快TAG你爱吃三文鱼的kaki，jio埋日期走起咯🔥🔥🔥
.
【 ITO Japanese Restaurant 】
📍 G-35, Jalan Puteri 4/8, Bandar Puteri, 47100 Puchong, Selangor
🕕 5.30pm-9.30pm （Buffet时段： 6.30pm - 9.30pm）
📱 0129790999（预约）
.
Facebook: https://www.facebook.com/ItoJapaneseRestaurant/
Instagram https://instagram.com/ito_japanese_restaurant/
📔Electronic Menu [E-Menu]: https://www.facebook.com/ItoJapaneseRestaurant/menu/
.
✏️Credit: #大码小编
📷Photo: Xin Tong
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid022bobgA333ATNMp6VdtM5uj5EnJrtg1gNxi4hUN5vZBzdMHRQnRZzaGA7p2vUa2dSl,Photo,60055,67,258,89,414,84,3840,2436,6360
,"菩提日超大型素食美食街！
📆8月5日｜📍Hall A, MAEPS Serdang
接近40个美食摊位&餐车🍜
.
📢📢号外❗️号外❗️来临的📆8月5日周末找吃找好玩的朋友，这里有一场超大的素食美食街等着你啦～当天正值观音成道日，菩提禅修举办了✨ 《菩提日·观音菩萨爱你》活动🍊，现场还会有很多丰富的环节等你参与！
.
💫 活动亮点：
🌈 美食街：接近40个美食摊位 & 餐车
🌈 以RM1购买安慕希雪糕，数量有限，先到先得！！
🌈 十全十美满愿结：带着家人和另一半来许愿祈福，打卡拍照吧！
🌈 儿童彩绘比赛：带上家里的小朋友来参与，赢取丰富的奖品（有机会赢取Nintendo Switch噢！）
报名表格：https://forms.gle/Ft7BmiG8ZHPHyfbe7
🌈 书法工作坊：赖全合，书法家兼画家将亲自授课
🌈 幸运抽奖：有机会抽到实用的居家电器用品
🌈 绕场念佛
🌈 能量加持
.
🍝美食街会以素食为主，当天会有接近4️⃣0️⃣个美食摊位及餐车，保证大人小孩都能找到你的最爱！😍活动当天将展出金菩提宗师赐予马来西亚的 大圆满千手千眼观世音菩萨 殊胜佛像供来宾们绕场念佛、瞻仰、供养和许愿！
.
.
《菩提日·观音菩萨爱你》活动详情：
📆  日期：5/8/2023（周六）
⏰  时间：9am-4pm
📍  地点：Hall A, MAEPS Serdang
🎫  购票通道（RM10/票）：http://bit.ly/BodhiDayTicket

.
欲知查询更多，请到他们的Facebook咨询吧🔗：https://www.facebook.com/BodhiMeditationMY
或 WhatsApp至：011-1155 3102
.
这个周末没事做，不如带家人孩子一起参与吧～
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0AtDk6v1nNEeV4vempDRB4hhjKukgJ1ikH8WSw1YrMQFaTa1nmAz25x9Frky2Yzacl,Photo,59221,11,633,198,842,54,4104,1485,5592
,"#旅游kaki
Langkawi📍 巴厘风度假酒店😍
独立露天泳池+沙滩美景‼️
.
每次去 #Langkawi 都要去老鹰雕像打卡、买巧克力、买酒？
小编绝对Langkawi的海边也很不错的！✨而且最近发现一个 #新的景点，很像巴厘，大马超Chill的高级度假酒店——😍【The Datai Langkawi】
.
充满巴厘度假风的度假酒店，这里有 #独立的露天泳池，还有巨大的浴室和浴缸。而且度假村旁就是 #美丽的沙滩 啦～直接满足你晒日光浴的欲望啊！
.
😍小编觉得可以带另一半来个小小的蜜月体验！
.
【 The Datai Langkawi 】
📍地址：Jln Teluk Datai, 07000 Langkawi, Kedah
🚗走起：https://petalmaps.life/4c6t6u3d
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/myeatkaki/posts/pfbid0245eF8DcntzuceYBTxaf4Cpmzg7RZHQ9Ug4yb4tMmoNhGQLkSL2weTkXtQzDqF9gol,Photo,58632,35,153,113,301,48,1944,374,2366
,"#好物kaki
在Shopee用RM1就可以买到日本牛奶沐浴露⁉️
泡澡必备🫧洗香香皮肤也滑滑🛀
.
RM1限时优惠🔥：即日起到7月24日‼️
👇👇点击链接购买：
🔗https://shope.ee/7pPLEOPaFU
.
✏️Credit By：#大码小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid035q6eHGsFvHooowg4i4Y64vCdhfVz2Z7nWhh1zAHybQBpCZxGQQHBQBiffoscZ1YYl,Photo,58443,7,410,35,452,806,1294,1089,3189
,"#揾食kaki
KL📍日式咖喱饭才RM12.90🍛
2⃣️0⃣️多种口味选择 买五送一❗
.
这是隐藏在【天下美食馆】茶室内的平价日式咖喱饭，还有爆浆车轮饼。他们的咖喱🍛饭可以选择炸鸡排、自制汉堡肉、鸡肉饺子等，加RM3.90还可以升级套餐，套餐有锅贴&日本温泉蛋🥚
.
他们的车轮饼有抹茶+红豆、咸蛋+芋泥、巧克力🍫+花生🥜、还有特别的玉米🌽+芝士🧀+火腿的组合。除了这些，还有别的章鱼烧🐙、饺子🥟、咖喱泡芙等小吃~
.
吃了日式咖喱饭后还可以买车轮饼回家吃，快去试试😍😍
.
【天下美食馆】
摊位：Jin Kare & Happiness Wheel Taiyaki 堇日式咖喱小铺 & 幸福車輪餅
⏰营业时间：11am - 9am（星期三休息）
📍地址：51, Jalan SL 1/3, Bandar Sungai Long, 43200 Kajang, Selangor
🚗走起：https://petalmaps.life/mr8evwkd
Facebook: https://www.facebook.com/jinkarehouse/
.
✏️Credit By：#蔡蔡小编
📷照片来源：Google Photo-@Chun Keong Goh，小红书-@猫味豆沙包
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02asSrkF3VbesdGSsi1Mc3yXngCWDczawpMV41b24LNDZRQtTrYuhA9ez8soaqvwn2l,Photo,56643,14,87,53,154,13,2310,410,2733
,"【 Cocktails 鸡尾酒 】
📍 130, Jalan Cerdas, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
🕕 6:30PM
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/541747318044688/,FB reel,55065,135,804,228,1167,,,,
,"竹筒奶茶现身康乐! 听说有竹香味!
.
【 竹筒奶茶 】
📍 130, Jalan Cerdas, Taman Connaught, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur
🕕 6:30PM
.
🎤Host: Terrance
📷Videographer: 咩小编
🎬Editor: Terrance
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/2518991501610244/,FB reel,54078,36,637,206,879,,,,
,"#美妆kaki
⚠新手必须知道的化妆刷用法
.
👧🏻精致的妆容离不开用对的工具
不同的 #化妆刷 对应 #不同的用法，你用对了吗❓❓
🛒Shopee: https://shope.ee/3fZvgtj9M8
.
✏️Credit: 长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet ]",https://www.facebook.com/myeatkaki/posts/pfbid02E58Xp6wtGETH1vMrKeLdXNHggWxdkPFBnT2qF4QKMucufNp2MVPvM8EKhVsLdAhl,Photo,51314,1,90,259,350,16,2623,213,2852
,"#揾食kaki 
海边吃海鲜 色香味俱全
海鲜经常吃，但是海边吃海鲜你试过吗？
.
这家位于马六甲的【Ball Bearing Seafood Bay】真的很不错！
不仅环境干净舒服，还能听着海浪声享受美食还有夕阳陪你吃晚餐。
吃饱喝足还能到海边走走，消消食。
.
#手抓海鲜必尝！！
三种口味的酱汁混合一起煮海鲜，食材新鲜而且有多种海鲜（竹滩，花蟹🦀，虾🦐，青蚝，苏东🐙，玉米🌽，包菜花，西兰花）美中不足的是苏东是冷藏的
‼️偏辣，所以不能吃辣的宝子们要小心‼️
.
📍Ball Bearing Seafood Bay
Jalan Telok Gong, 78300 Masjid Tanah, Melaka
⏰营业时间5.00pm – 12.00am（星期三休息）
.
照片来源：取自网络&小红书@Someone You Loved🌼🌸 @Elaine小姐姐//如有冒犯请PM小编
✏️Credit: 长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet]",https://www.facebook.com/myeatkaki/posts/pfbid02qDdP9omFcaJe4Mr7dztvLqFhX5oaepd6jU4m52bqd4ypEBTufNUve2EEmDKwYVdil,Photo,50426,14,105,78,197,,1997,346,2343
,"Setapak隐藏台日式餐馆 便宜+大碗！
.
Facebook：https://www.facebook.com/ kongxiangcanteen
Instagram：
.
【Kong Xiang Canteen 】
📍A-G-13, Plaza Prima Setapak,35,Jalan Prima Setapak, Setapak,53000 Kuala Lumpur
🕕 12.00pm – 9.00pm (Thursday Closed)
📱016-907 8211
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/1019185302561018/,FB reel,49128,55,592,251,898,,,,
,"#戒指kaki
1️⃣0️⃣秒挑出适合手型的戒指💍
选对了才加分❗️女友肯定满意！
🛒Shopee: https://shope.ee/3AdVL01D0s
.
今天Shopee 7.7促销！全场高达50%折扣！想要偷偷给老婆/女朋友/妈妈👩买戒指但又 #不知道她们喜欢什么样 的kaki们看过来！戒指有很多种款式，同一个戒指戴在不同的手型上也会 #有不同效果🤨😥
.
🛒Shopee: https://shope.ee/8KLWfVTzm9
🛒Pandora 55%折扣：https://shope.ee/A9nAr3NNv3
🛒Masdora 50%折扣：https://shope.ee/40CXVzI41S
.
根据小编整理的6️⃣种手型，快看看你想送戒指的TA适合什么戒指💍，也可以tag你的老公/男朋友👨 #暗示他该买戒指啦~~
.
✏️Credit By：#蔡蔡小编 & #小云小编
📷照片来源：网站-@ 考拉海购、淘宝店铺、A Pratical Wedding
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @Eclbet   ]",https://www.facebook.com/myeatkaki/posts/pfbid0xJ3HmRKN24hgB7aYMeXrztGBfnoeHPMJktBcZfHpd7PZMbzzmNTR5Zrgjbj3Emftl,Photo,48907,4,48,62,114,5,4105,154,4264
,"#揾食kaki 
小明冰室📍 100种以上餐饮选择😍
提供全天套餐价✨大份又便宜🔥
.
整间店被Tiffany Blue颜色包围又超好认的【 小明冰室 Xiao Ming KopiTiam 】已经是在雪隆区超有人气的Kopitiam～ 虽然看起来像cafe一样精致华丽，但他们家的食物竟然可以 #这么便宜❓❗️
.
总共有多大100多种的美食和饮料可以选择🤩多以港式和本地料理为主❗️从点心小吃、面食、椰浆饭、大炒、等，另外还有 #素食 和 #儿童餐 可以选择‼️
.
不可错过✨他们的招牌 #火爆烧肉，再搭配干捞面/饭，吃到有够满足😋还有很南洋风味的 #海南鸡扒，外皮酥脆里面的肉又很嫩，真的会一口接一口停不下❗️另外每天 #手工制作的蛋挞 一定要叫上一份，外皮酥脆搭配超厚的内陷，咬下去整个就是爆香蛋奶味～  
.
最重要的是⚠️餐点 #提供全天套餐价，最便宜不到RM20🔥 
每个套餐都是搭配一个主食➕罗宋汤➕饮料！从早到晚都可以进店吃饱饱没烦恼😍
另外喜欢带爱狗爱猫🐶🐱一起吃饭的kaki，这家也是 #宠物友好餐厅‼️ 室内室外都可以一起入座哦！
.
【 小明冰室 Xiao Ming KopiTiam 】
➡️ PJ Jaya One
地址：31-LG1, Block C, Jaya One, Jalan Profesor Diraja Ungku Aziz, Seksyen 13, 46200 Petaling Jaya, Selangor.
Waze: https://waze.com/ul/hw2838z9s9
电话：03-7932 0724
营业时间：8am-12am
➡️ Bukit Tinggi, Klang
地址：B4-20-0, Lorong Batu Nilam 3e, Bandar Bukit Tinggi 1, 41200 Pelabuhan Klang, Selangor.
Waze: https://waze.com/ul/hw281h5zsm
电话：03-3319 8031
营业时间：10am~10pm（周一至周四）；9am~11pm（周五和周日&公共假期）
➡️ Bandar Parklands, Klang
地址：No. 39, Jalan Jed 3, Bandar Parklands, 41200 Klang, Selangor.
Waze: https://waze.com/ul/hw280uv1x9
电话：03-3318 5261
营业时间：9am~9pm
➡️ Gohtong Jaya
地址：54, Jalan Jati 1, Gohtong Jaya, 69000 Genting Highlands, Pahang.
Waze: https://waze.com/ul/hw2877ccut
电话：03-6100 0996
营业时间：8am-10pm
.
Facebook: https://www.facebook.com/xiaomingkopitiambukittinggi/
Instagram: https://www.instagram.com/xiaomingkopitiam/
.
✏️Credit: #大码小编
📷Photo: Xin Tong
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid02GVmtmqynQSTE36Sx8dWPHfZKJe6f1aDZFtwBpNVHfmxokFaA9VyDBWbh48yjZAU1l,Photo,47206,8,60,27,95,13,1948,458,2419
,"【 Blacktap 】
📍ground floor, 6, Jalan SS 15/4c, Ss 15, 47500 Subang Jaya, Selangor
🕕 11:30am–10pm （星期二至星期五）；11:30am–3:30pm & 5:30pm-11:30pm （周末）(星期一休息)
📱 018-779 2194
.
🎤Host: Terrance
📷Videographer: 大码小编
🎬Editor: Terrance
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/reel/175328072034322/,FB reel,46720,25,450,215,690,,,,
大城堡冬瓜盅火锅 营业至2AM!!,"#揾食kaki
大城堡冬瓜盅火锅
营业至2AM!!
.
 #半夜想吃养生火锅，🚗每次需要大老远到Puchong吃？？
小编发现 Sri Petaling 也有【老妈子养生冬瓜盅火锅】啦！！而且这家营业到半夜2AM🔥
.
一锅一盅冬瓜，汤底有 #胶原蛋白 & #养生冬瓜汤 可以选择😍 具有养颜帮助骨质疏松问题等的厉害功效🤝
.
另外他们家的✅火锅菜色选择多 ✅海鲜size超大又新鲜，不管是要单点/点套餐都可以！#新店特色 现在只需要用 #便宜价格，就可以享受到 #PREMIUM摆盘🤤 吃火锅一瞬间变ATAS mou～
1⃣️ “步步高升”套餐摆盘（1-2人份）
2⃣️ 猪牛羊精品肉片 🐷🐮🐑
3⃣️ 海鲜樽🦐🐟
.
#小编疯狂安利 必试吃 #超鲜甜大颗的生蚝🦪，其中可以搭配鱼子酱或鲑鱼籽！一口滑进喉咙的感觉，真的amazing✨生蚝新鲜到～～一点腥味都没有👍👍👍

如果你还觉得不满足，这里也有 #不同的小吃 和 #香炒螃蟹🦀，像黄金馒头、炸南瓜饼、越南炸豆腐、香辣土豆等等！
.
 #隐藏吃法 火锅吃到最后，里面的冬瓜已经煮到非常软嫩了，记得切冬瓜肉下来吃解腻✨
.
FB:https://www.facebook.com/LowmajiHotpot.sripetaling.official?mibextid=ZbWKwL
.
【老妈子养生冬瓜盅火锅 】
📍76,JALAN RADIN ANUM 1, BANDAR BARU SRI PETALING , 57000 KUALA LUMPUR 57000 马来西亚，吉隆坡
🕕4PM-2.00AM
📱010-3800355
.
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid0G7w7gXw2AQSf6EZK7FmxEDyYMWJc2Qg3Hf9au3svGEZSYVoCi7AxXNRJPSpWxiGDl,Video,45526,26,268,88,382,9,,1148,1692
,"#揾食kaki
Seremban📍首家韩式免烤肉店🥓
无需自己烤肉✨不怕有油烟味🔥
.
平时吃烤肉，衣服都被熏到臭臭，真的很烦😠💥好消息！！不需要亲手烤肉的 #正宗韩式烤肉店📍Won Korean BBQ 在Seremban开新分行啦！Menu推出的 #超值烤肉配套 人均竟然不到RM35？！
.
#超值烤肉配套 分别都有3种不同的肉可以选，像鸡肉🐔、猪肉🐷、牛肉🐮 可以根据你们的喜好，点选要的肉类～😍 每个超值烤肉SET，都会写好是几人份的配套，大家点餐的时候就更加方便了！
.
#无油烟烤肉 🥓肉质新鲜Q弹➕Abang专业烤肉手法，每块肉都被烤的刚刚好，又香又嫩～～✨ #自助小菜 超过10种韩式小菜都可以任拿，像餐桌必有的泡菜和腌辣萝卜一定要拿！跟烤肉搭配吃起来，又能转换新口味🤤
.
单吃烤肉很sienzz，对不对？？这时候当然少不了 #正宗韩式餐点，每道菜的 #分量都很大，老板真的很舍得给料🥺
✨泡菜汤
✨辣炒年糕
✨海鲜韭菜煎饼
✨冰爽冷面🍜 
.
平时喜欢和朋友聚会的kaki，这里的包厢房也蛮多间的😍 #全新体验免烤肉韩餐店 约上家人亲戚/好朋友一起吃烤肉咯！
.
FB:https://www.facebook.com/wonkoreanbbqs2
IG:https://www.instagram.com/wonkoreanbbqs2/
.
【Won Korean BBQ 】
📍No 220, Jalan S2 B10, Uptown Avenue, Seremban 2, 70300, Seremban, Negeri Sembilan
🕕10.30m-10.30pm.
📱06-603 7276
.
✏️Content Creator: #咩小编
📷Photo: Xin Tong
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！",https://www.facebook.com/myeatkaki/posts/pfbid05vnAZVYxu8SfvGmN5n9ZfeKx7MzZ5JQEtFQLMt8xWW8aXSCzo43wqZ69FNeFGXUPl,Photo,45256,20,67,29,116,,1115,476,1591
,"#养生kaki
爱喝奶茶的你赶紧看过来❗❗
奶茶🧋虽然好喝，但不健康，还容易发胖❗❗
.
这里给大家推荐几款好喝的 #养身茶
不仅可以美白还能排毒，瘦身
🙅🏻‍♀️不要再喝奶茶了！！
.
上班族（尤其经常 #加班熬夜 的）和 #低头族 的也能喝噢！
⚠但不建议每天喝，一周一到两次就好。
⚠功效因人而异，若饮用后出现不适症状，必须立即停止。
.
✏️Credit: 长不大小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 Eclbet  ]",https://www.facebook.com/myeatkaki/posts/pfbid02U9M9NK8XTfMyXLP8dXQ5naWk2XbyXttbAHYZkpruSGct81Dr3mQJpEkQr6uC8iXUl,Photo,44401,5,96,116,217,,2101,199,2300
,"#资讯kaki
简单5步骤搞定🤝
看看政府默默帮你收着多少钱？
.
最近手头紧的kaki！这里又有一个让你抠钱的地方啦～
赶快上国家会计局 #eGUMIS网站 查看自己到底有没有钱放在会计局忘了拿？https://egumis.anm.gov.my/
.
✏️Credit: #小云小编
记得关注 #大马搵食Kaki #MyEatKaki 获取最新衣食住行咨询！
[感谢赞助商，要玩就要玩最安全的 @𝐄𝐂𝐋𝐁𝐄𝐓 ]",https://www.facebook.com/myeatkaki/posts/pfbid0XnfrZhSbHZMwKZHDavGSDAPHtAk54s5rAsXavFmN6NJNrMsSxhfZV7DVjyjpg51Rl,Photo,43883,9,92,291,392,431,3629,807,4867
